ID,Name,Team,Pos,Price,22_pts_no_prob,22_prob,22_with_prob,23_pts_no_prob,23_prob,23_with_prob,24_pts_no_prob,24_prob,24_with_prob,25_pts_no_prob,25_prob,25_with_prob,26_pts_no_prob,26_prob,26_with_prob,27_pts_no_prob,27_prob,27_with_prob,28_pts_no_prob,28_prob,28_with_prob,29_pts_no_prob,29_prob,29_with_prob,30_pts_no_prob,30_prob,30_with_prob,31_pts_no_prob,31_prob,31_with_prob,32_pts_no_prob,32_prob,32_with_prob,33_pts_no_prob,33_prob,33_with_prob,34_pts_no_prob,34_prob,34_with_prob,35_pts_no_prob,35_prob,35_with_prob,36_pts_no_prob,36_prob,36_with_prob,37_pts_no_prob,37_prob,37_with_prob,38_pts_no_prob,38_prob,38_with_prob,tba_pts_no_prob,tba_prob,tba_with_prob
52,Nakamba,LUT,MID,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Olsen,AVL,GK,3.9,2.89211,0.002,0.00578,3.0169,0.002,0.00603,3.14765,0.002,0.0063,2.96011,0.002,0.00592,3.1937,0.002,0.00639,3.0572,0.002,0.00611,2.91914,0.002,0.00584,2.82211,0.002,0.00564,2.95378,0.002,0.00591,2.64291,0.002,0.00529,2.90395,0.002,0.00581,2.95392,0.002,0.00591,3.03021,0.002,0.00606,3.08555,0.002,0.00617,3.08885,0.002,0.00618,2.88742,0.002,0.00577,3.05825,0.002,0.00612,0,0,0
54,Philogene,AVL,MID,4.5,1.34446,0,0.29057,1.31703,0,0.28465,1.35034,0,0.29185,1.34071,0,0.28976,1.37977,0,0.29821,1.29927,0,0.28081,1.33413,0,0.28834,1.30007,0,0.28098,1.33065,0,0.28759,1.2427,0,0.26858,1.34988,0,0.29175,1.26801,0,0.27405,1.38441,0,0.29921,1.31163,0,0.28348,1.31351,0,0.28389,1.312,0,0.28356,1.30147,0,0.28128,0,0,0
55,J.Ramsey,AVL,MID,5.9,3.28036,0.48941,1.60545,3.17955,0.65,2.06671,3.2312,0.73066,2.3609,3.06974,0.76835,2.35862,3.29421,0.76835,2.53109,3.16434,0.76835,2.4313,3.08588,0.76835,2.37103,3.03071,0.76835,2.32863,3.19472,0.76835,2.45465,2.74926,0.76835,2.11238,3.15372,0.76835,2.42314,2.85528,0.76835,2.19384,3.35093,0.76835,2.57467,3.10419,0.76835,2.38509,3.00727,0.76835,2.31062,3.04547,0.76835,2.33997,2.98448,0.76835,2.29311,0,0,0
56,Sanson,AVL,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Sinisalo,AVL,GK,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Tielemans,AVL,MID,5.6,2.43697,0.90755,2.21168,2.38461,0.90755,2.16417,2.44422,0.90755,2.21826,2.37166,0.90755,2.15241,2.55101,0.90755,2.31519,2.4643,0.90755,2.23648,2.41191,0.90755,2.18894,2.37507,0.90755,2.1555,2.48458,0.90755,2.2549,2.18713,0.90755,1.98494,2.4572,0.90755,2.23005,2.25792,0.90755,2.04919,2.58889,0.90755,2.34956,2.42413,0.90755,2.20003,2.35942,0.90755,2.1413,2.38492,0.90755,2.16445,2.3442,0.90755,2.12749,0,0,0
59,"Bertrand Traoré",AVL,MID,5,1.61987,0,0,1.57322,0.08314,0.1308,1.5904,0.16747,0.26634,1.53223,0.20997,0.32172,1.61769,0.21209,0.34309,1.56824,0.21209,0.33261,1.53838,0.21209,0.32627,1.51737,0.21209,0.32182,1.57981,0.21209,0.33506,1.41022,0.21209,0.29909,1.5642,0.21209,0.33175,1.45058,0.21209,0.30765,1.63928,0.21209,0.34767,1.54535,0.21209,0.32775,1.50845,0.21209,0.31992,1.52299,0.21209,0.32301,1.49977,0.21209,0.31808,0,0,0
60,Watkins,AVL,FWD,8.9,5.36563,0.94123,5.05031,5.16863,0.94123,4.86488,5.10114,0.94123,4.80135,5.15206,0.94123,4.84928,6.09567,0.94123,5.73744,5.15716,0.94123,4.85408,5.1404,0.94123,4.83831,5.2663,0.94123,4.95681,5.19138,0.94123,4.8863,4.65266,0.94123,4.37924,4.93357,0.94123,4.64363,4.515,0.94123,4.24966,4.98693,0.94123,4.69386,4.82348,0.94123,4.54001,5.04528,0.94123,4.74878,5.10865,0.94123,4.80842,4.75804,0.94123,4.47842,0,0,0
61,Wesley,AVL,FWD,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Anthony,BOU,MID,4.9,1.96582,0,1.45588,1.94176,0,1.43806,2.10404,0,1.55824,2.02574,0,1.50026,1.90016,0,1.40726,1.86428,0,1.38068,1.96193,0,1.453,1.95052,0,1.44455,2.00034,0,1.48145,2.07693,0,1.53817,1.97236,0,1.46073,1.93925,0,1.4362,2.05083,0,1.51884,1.90895,0,1.41376,1.96871,0,1.45802,1.88261,0,1.39426,2.0449,0,1.51444,1.91399,0,1.41749
63,Billing,BOU,MID,5.2,2.85486,0.92046,2.62778,3.25808,0.92046,2.99893,3.15939,0.92046,2.90809,3.08693,0.92046,2.84139,3.11233,0.92046,2.86477,3.27209,0.92046,3.01183,3.41413,0.92046,3.14257,3.24963,0.92046,2.99116,3.44102,0.92046,3.16732,3.34234,0.92046,3.07649,3.37362,0.92046,3.10528,3.4312,0.92046,3.15828,3.11691,0.92046,2.86899,3.32232,0.92046,3.05806,3.06783,0.92046,2.82381,3.36311,0.92046,3.0956,3.14254,0.92046,2.89258,3.30086,0.92046,3.03831
64,Brooks,BOU,MID,4.7,2.05506,0.71557,1.47054,2.2992,0.71557,1.64525,2.1983,0.71557,1.57304,2.1105,0.71557,1.51022,2.09013,0.71557,1.49564,2.20008,0.71557,1.57432,2.29784,0.71557,1.64427,2.18463,0.71557,1.56326,2.31635,0.71557,1.65752,2.24843,0.71557,1.60892,2.26996,0.71557,1.62432,2.30959,0.71557,1.65268,2.09328,0.71557,1.4979,2.23465,0.71557,1.59906,2.0595,0.71557,1.47372,2.26272,0.71557,1.61914,2.11092,0.71557,1.51052,2.21988,0.71557,1.58849
65,Christie,BOU,MID,5,3.10443,0.94106,2.92145,3.4111,0.94106,3.21004,3.24099,0.94106,3.04995,3.12341,0.94106,2.93931,3.11598,0.94106,2.93232,3.26696,0.94106,3.0744,3.40119,0.94106,3.20071,3.24574,0.94106,3.05442,3.4266,0.94106,3.22463,3.33335,0.94106,3.13687,3.3629,0.94106,3.16468,3.41732,0.94106,3.21589,3.12031,0.94106,2.93639,3.31443,0.94106,3.11906,3.07393,0.94106,2.89274,3.35297,0.94106,3.15534,3.14454,0.94106,2.95919,3.29415,0.94106,3.09998
66,L.Cook,BOU,MID,5,2.42977,0.92532,2.24831,2.6632,0.92532,2.4643,2.5211,0.92532,2.33281,2.42896,0.92532,2.24756,2.43167,0.92532,2.25006,2.54707,0.92532,2.35685,2.64968,0.92532,2.45179,2.53085,0.92532,2.34184,2.66911,0.92532,2.46977,2.59782,0.92532,2.4038,2.62041,0.92532,2.42471,2.66201,0.92532,2.4632,2.43497,0.92532,2.25312,2.58336,0.92532,2.39042,2.39952,0.92532,2.22031,2.61282,0.92532,2.41769,2.45349,0.92532,2.27025,2.56786,0.92532,2.37608
67,Siriki,BOU,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Fredericks,BOU,DEF,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Hill,BOU,DEF,4,1.41407,0.78745,1.11351,1.87194,0.78745,1.47406,1.67293,0.78745,1.31735,1.28379,0.78745,1.01092,1.29352,0.78745,1.01858,1.92226,0.78745,1.51369,2.10999,0.78745,1.66151,1.81968,0.78745,1.43291,1.96236,0.78745,1.54526,1.92069,0.78745,1.51245,1.59512,0.78745,1.25608,1.75894,0.78745,1.38507,1.46361,0.78745,1.15252,1.55772,0.78745,1.22663,1.32278,0.78745,1.04163,1.81111,0.78745,1.42616,1.34495,0.78745,1.05908,2.04057,0.78745,1.60685
70,Kelly,BOU,DEF,4.5,2.12929,0.89347,1.90245,2.68652,0.89347,2.40031,2.42678,0.89347,2.16824,1.91826,0.89347,1.7139,1.93164,0.89347,1.72586,2.75432,0.89347,2.46089,2.99994,0.89347,2.68034,2.62009,0.89347,2.34096,2.80678,0.89347,2.50776,2.75226,0.89347,2.45905,2.32627,0.89347,2.07845,2.54061,0.89347,2.26995,2.1542,0.89347,1.9247,2.27733,0.89347,2.03472,1.96993,0.89347,1.76007,2.60888,0.89347,2.33094,1.99894,0.89347,1.78599,2.90911,0.89347,2.59919
71,Kilkenny,BOU,MID,4.3,1.20586,0.00119,0.00144,1.27396,0.00119,0.00152,1.21595,0.00119,0.00145,1.176,0.00119,0.0014,1.17215,0.00119,0.0014,1.21388,0.00119,0.00145,1.25098,0.00119,0.00149,1.20801,0.00119,0.00144,1.258,0.00119,0.0015,1.23222,0.00119,0.00147,1.24039,0.00119,0.00148,1.25543,0.00119,0.0015,1.17334,0.00119,0.0014,1.227,0.00119,0.00146,1.16052,0.00119,0.00138,1.23765,0.00119,0.00148,1.18004,0.00119,0.00141,1.22139,0.00119,0.00146
72,Kluivert,BOU,MID,4.6,2.70062,0.81475,2.20033,2.89136,0.81475,2.35573,2.71902,0.81475,2.21532,2.61529,0.81475,2.1308,2.60044,0.81475,2.11871,2.72059,0.81475,2.21659,2.8274,0.81475,2.30362,2.7037,0.81475,2.20283,2.84762,0.81475,2.3201,2.77341,0.81475,2.25963,2.79693,0.81475,2.2788,2.84023,0.81475,2.31408,2.60389,0.81475,2.12151,2.75836,0.81475,2.24737,2.56698,0.81475,2.09144,2.78903,0.81475,2.27236,2.62316,0.81475,2.13722,2.74222,0.81475,2.23422
73,Lowe,BOU,MID,4.9,2.32209,0,0.00528,2.28939,0,0.0052,2.50781,0,0.0057,2.40076,0,0.00546,2.23534,0,0.00508,2.18693,0,0.00497,2.29533,0,0.00522,2.30201,0,0.00523,2.36626,0,0.00538,2.47253,0,0.00562,2.33068,0,0.0053,2.2872,0,0.0052,2.42717,0,0.00552,2.24742,0,0.00511,2.32472,0,0.00528,2.20154,0,0.005,2.42591,0,0.00551,2.26002,0,0.00514
74,Marcondes,BOU,MID,4.3,1.08856,0.05142,0.05598,1.15187,0.05142,0.05923,1.09794,0.05142,0.05646,1.06079,0.05142,0.05455,1.05721,0.05142,0.05436,1.09601,0.05142,0.05636,1.13051,0.05142,0.05813,1.09056,0.05142,0.05608,1.13704,0.05142,0.05847,1.11307,0.05142,0.05724,1.12067,0.05142,0.05763,1.13465,0.05142,0.05835,1.05832,0.05142,0.05442,1.10821,0.05142,0.05699,1.0464,0.05142,0.05381,1.11811,0.05142,0.0575,1.06455,0.05142,0.05474,1.103,0.05142,0.05672
75,Mepham,BOU,DEF,4.3,1.8945,0.32436,0.6145,2.37087,0.32436,0.76901,2.12829,0.32436,0.69033,1.66677,0.32436,0.54063,1.66455,0.32436,0.53991,2.38852,0.32436,0.77473,2.60467,0.32436,0.84485,2.2704,0.32436,0.73642,2.43468,0.32436,0.78971,2.38671,0.32436,0.77415,2.01183,0.32436,0.65255,2.20045,0.32436,0.71373,1.8604,0.32436,0.60344,1.96876,0.32436,0.63858,1.69825,0.32436,0.55084,2.26053,0.32436,0.73322,1.72377,0.32436,0.55912,2.52474,0.32436,0.81892
76,Moore,BOU,FWD,4.6,2.084,0.42345,0.88248,2.41693,0.42345,1.02346,2.07913,0.42345,0.88042,2.08019,0.42345,0.88087,1.91001,0.42345,0.8088,2.02003,0.42345,0.85539,2.18213,0.42345,0.92403,2.08413,0.42345,0.88253,2.13648,0.42345,0.9047,2.02683,0.42345,0.85827,2.07751,0.42345,0.87973,2.07276,0.42345,0.87772,2.01136,0.42345,0.85172,2.07084,0.42345,0.87691,1.83865,0.42345,0.77858,1.99434,0.42345,0.84451,1.95716,0.42345,0.82877,2.43362,0.42345,1.03053
77,Neto,BOU,GK,4.6,3.33436,0.94937,3.16554,3.81352,0.94937,3.62044,3.51231,0.94937,3.33448,3.37526,0.94937,3.20437,3.57754,0.94937,3.39641,3.65081,0.94937,3.46597,3.69946,0.94937,3.51215,3.71044,0.94937,3.52258,3.81883,0.94937,3.62548,3.72296,0.94937,3.53447,3.6375,0.94937,3.45334,3.75414,0.94937,3.56407,3.4095,0.94937,3.23688,3.60195,0.94937,3.41959,3.50433,0.94937,3.32691,3.4399,0.94937,3.26574,3.34731,0.94937,3.17784,3.56324,0.94937,3.38283
78,O.Dango,BOU,MID,4.7,2.18573,0,0,2.3622,0.3437,0.81189,2.23168,0.69231,1.54502,2.15159,0.86802,1.86763,2.14207,0.87679,1.87814,2.24513,0.87679,1.96851,2.33677,0.87679,2.04885,2.23065,0.87679,1.95581,2.35411,0.87679,2.06406,2.29045,0.87679,2.00824,2.31063,0.87679,2.02593,2.34777,0.87679,2.0585,2.14502,0.87679,1.88073,2.27753,0.87679,1.99692,2.11336,0.87679,1.85297,2.30385,0.87679,2.01999,2.16156,0.87679,1.89523,2.26369,0.87679,1.98478
79,Pearson,BOU,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Randolph,BOU,GK,4,2.85402,0.002,0.00571,3.23627,0.002,0.00647,2.99598,0.002,0.00599,2.88665,0.002,0.00577,3.04801,0.002,0.0061,3.10647,0.002,0.00621,3.14527,0.002,0.00629,3.15403,0.002,0.00631,3.2405,0.002,0.00648,3.16403,0.002,0.00633,3.09585,0.002,0.00619,3.1889,0.002,0.00638,2.91397,0.002,0.00583,3.06749,0.002,0.00614,2.98962,0.002,0.00598,2.93821,0.002,0.00588,2.86436,0.002,0.00573,3.03661,0.002,0.00607
81,Rothwell,BOU,MID,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Semenyo,BOU,FWD,4.5,2.38316,0.70557,1.68148,2.75257,0.8338,2.29508,2.4055,0.88178,2.12112,2.42288,0.90021,2.1811,2.231,0.90111,2.01038,2.35274,0.90111,2.12007,2.5321,0.90111,2.2817,2.42366,0.90111,2.18399,2.48159,0.90111,2.23618,2.36027,0.90111,2.12686,2.41634,0.90111,2.17739,2.41109,0.90111,2.17265,2.34315,0.90111,2.11143,2.40896,0.90111,2.17074,2.15204,0.90111,1.93923,2.32432,0.90111,2.09446,2.28318,0.90111,2.05739,2.81037,0.90111,2.53245
83,Senesi,BOU,DEF,4.5,2.55701,0.90936,2.32523,3.14857,0.90936,2.86317,2.80593,0.90936,2.55159,2.18584,0.90936,1.98771,2.16856,0.90936,1.97199,3.14412,0.90936,2.85912,3.43539,0.90936,3.12399,2.98495,0.90936,2.71438,3.20633,0.90936,2.91569,3.14168,0.90936,2.8569,2.63653,0.90936,2.39754,2.8907,0.90936,2.62867,2.43248,0.90936,2.21199,2.57849,0.90936,2.34477,2.21397,0.90936,2.01328,2.97165,0.90936,2.70229,2.24837,0.90936,2.04457,3.32769,0.90936,3.02605
84,Smith,BOU,DEF,4.4,2.41876,0.46739,1.1305,2.94383,0.62075,1.82738,2.63619,0.69378,1.82893,2.08866,0.73027,1.52528,2.07341,0.73027,1.51415,2.93413,0.73027,2.14271,3.19112,0.73027,2.33037,2.7937,0.73027,2.04015,2.98902,0.73027,2.18279,2.93198,0.73027,2.14114,2.4863,0.73027,1.81567,2.71055,0.73027,1.97943,2.30626,0.73027,1.68419,2.43509,0.73027,1.77827,2.11348,0.73027,1.54341,2.78197,0.73027,2.03158,2.14383,0.73027,1.56557,3.09609,0.73027,2.26098
85,Solanke,BOU,FWD,7.1,4.93438,0.94123,4.64439,5.68821,0.94123,5.35393,4.85764,0.94123,4.57216,4.87908,0.94123,4.59235,4.48505,0.94123,4.22147,4.75338,0.94123,4.47403,5.14872,0.94123,4.84614,4.90971,0.94123,4.62118,5.03739,0.94123,4.74135,4.76997,0.94123,4.48965,4.89357,0.94123,4.60598,4.88199,0.94123,4.59508,4.73224,0.94123,4.45414,4.87731,0.94123,4.59068,4.31101,0.94123,4.05766,4.69073,0.94123,4.41507,4.60006,0.94123,4.32972,5.76207,0.94123,5.42344
86,Tavernier,BOU,MID,5.4,4.20885,0.94086,3.95992,4.55451,0.94086,4.28514,4.19341,0.94086,3.94539,3.92366,0.94086,3.6916,3.89914,0.94086,3.66853,4.12658,0.94086,3.88252,4.3288,0.94086,4.07277,4.09461,0.94086,3.85244,4.36708,0.94086,4.10879,4.22659,0.94086,3.97661,4.27112,0.94086,4.01851,4.35309,0.94086,4.09563,3.90566,0.94086,3.67466,4.19809,0.94086,3.94979,3.83579,0.94086,3.60892,4.25616,0.94086,4.00443,3.94215,0.94086,3.70899,4.16754,0.94086,3.92105
87,"Hamed Traorè",BOU,MID,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Travers,BOU,GK,4,2.58672,0.00293,0.00757,2.934,0.00293,0.00859,2.7157,0.00293,0.00795,2.61636,0.00293,0.00766,2.76297,0.00293,0.00809,2.81608,0.00293,0.00824,2.85133,0.00293,0.00835,2.85929,0.00293,0.00837,2.93785,0.00293,0.0086,2.86837,0.00293,0.0084,2.80643,0.00293,0.00821,2.89097,0.00293,0.00846,2.64118,0.00293,0.00773,2.78067,0.00293,0.00814,2.70991,0.00293,0.00793,2.66321,0.00293,0.0078,2.59611,0.00293,0.0076,2.75261,0.00293,0.00806
89,Zabarnyi,BOU,DEF,4.4,2.65231,0.93947,2.49177,3.27938,0.93947,3.08088,2.9706,0.93947,2.79079,2.40755,0.93947,2.26182,2.40575,0.93947,2.26013,3.33151,0.93947,3.12985,3.60791,0.93947,3.38952,3.18046,0.93947,2.98795,3.39054,0.93947,3.18531,3.32919,0.93947,3.12767,2.84983,0.93947,2.67733,3.09102,0.93947,2.90392,2.65619,0.93947,2.49541,2.79475,0.93947,2.62559,2.44883,0.93947,2.30061,3.16784,0.93947,2.97609,2.48148,0.93947,2.33127,3.5057,0.93947,3.2935
90,Ajer,BRE,DEF,4.4,1.97801,0.8292,1.64016,1.78625,0.8292,1.48115,2.67941,0.8292,2.22176,3.96346,0.8292,3.28649,2.31554,0.8292,1.92004,2.25031,0.8292,1.86595,1.98343,0.8292,1.64465,2.94397,0.8292,2.44113,2.68227,0.8292,2.22413,2.35987,0.8292,1.95679,2.20908,0.8292,1.83176,3.24476,0.8292,2.69054,2.4198,0.8292,2.00649,2.40897,0.8292,1.99751,2.93876,0.8292,2.43681,2.67081,0.8292,2.21463,2.71054,0.8292,2.24757,0,0,0
91,Balcombe,BRE,GK,3.9,3.07643,0.002,0.00615,3.04801,0.002,0.0061,3.15403,0.002,0.00631,5.59089,0.002,0.01118,2.85402,0.002,0.00571,3.12502,0.002,0.00625,2.98962,0.002,0.00598,3.10647,0.002,0.00621,3.1889,0.002,0.00638,3.06749,0.002,0.00613,2.91397,0.002,0.00583,3.14527,0.002,0.00629,3.09585,0.002,0.00619,3.30352,0.002,0.00661,3.3561,0.002,0.00671,3.11795,0.002,0.00624,2.92603,0.002,0.00585,0,0,0
92,Baptiste,BRE,MID,4.3,1.45623,0.65734,0.95724,1.43371,0.65734,0.94244,1.51269,0.65734,0.99435,2.99099,0.65734,1.9661,1.55978,0.65734,1.02531,1.58828,0.65734,1.04404,1.49176,0.65734,0.9806,1.57181,0.65734,1.03322,1.63416,0.65734,1.0742,1.59149,0.65734,1.04616,1.51099,0.65734,0.99324,1.62748,0.65734,1.06981,1.6116,0.65734,1.05937,1.56309,0.65734,1.02749,1.68452,0.65734,1.10731,1.59112,0.65734,1.04591,1.66418,0.65734,1.09393,0,0,0
93,Bech,BRE,DEF,4,1.49551,0,0.01471,1.29356,0,0.01272,1.88723,0,0.01856,3.02685,0,0.02977,1.59167,0,0.01565,1.42017,0,0.01397,2.15518,0,0.0212,1.6904,0,0.01663,1.58594,0,0.0156,1.53807,0,0.01513,2.03161,0,0.01998,1.5014,0,0.01477,1.69822,0,0.0167,1.95988,0,0.01928,1.90068,0,0.01869,1.85407,0,0.01824,1.12624,0,0.01108,0,0,0
94,Bidstrup,BRE,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Canós,BRE,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Collins,BRE,DEF,4.5,2.31348,0.92323,2.13588,2.14366,0.92323,1.97909,2.99083,0.92323,2.76122,4.60185,0.92323,4.24857,2.61359,0.92323,2.41295,2.5503,0.92323,2.35452,2.29134,0.92323,2.11544,3.22337,0.92323,2.97592,2.96944,0.92323,2.74148,2.6566,0.92323,2.45266,2.51029,0.92323,2.31758,3.51523,0.92323,3.24537,2.71476,0.92323,2.50635,2.70425,0.92323,2.49664,3.21832,0.92323,2.97125,2.95832,0.92323,2.73121,2.99687,0.92323,2.7668,0,0,0
97,Cox,BRE,GK,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Damsgaard,BRE,MID,4.8,1.81398,0.92319,1.67465,1.78224,0.92319,1.64534,1.89358,0.92319,1.74813,3.71755,0.92319,3.432,1.93065,0.92319,1.78235,1.96786,0.92319,1.81671,1.8418,0.92319,1.70033,1.94636,0.92319,1.79685,2.0278,0.92319,1.87204,1.97207,0.92319,1.82059,1.86692,0.92319,1.72352,2.01906,0.92319,1.86397,1.99832,0.92319,1.84483,1.93497,0.92319,1.78634,2.09357,0.92319,1.93276,1.97158,0.92319,1.82014,2.067,0.92319,1.90823,0,0,0
99,Dasilva,BRE,MID,4.7,1.18881,0.88364,1.05048,1.18185,0.88364,1.04433,1.24908,0.88364,1.10373,2.50155,0.88364,2.21046,1.30251,0.88364,1.15095,1.32333,0.88364,1.16935,1.25279,0.88364,1.10702,1.3113,0.88364,1.15872,1.35687,0.88364,1.19898,1.32568,0.88364,1.17143,1.26685,0.88364,1.11944,1.35198,0.88364,1.19466,1.34038,0.88364,1.18441,1.30493,0.88364,1.15308,1.39368,0.88364,1.23151,1.32541,0.88364,1.17119,1.3788,0.88364,1.21837,0,0,0
100,Dervişoğlu,BRE,FWD,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Flekken,BRE,GK,4.5,3.69149,0.94912,3.50367,3.65488,0.94912,3.46893,3.79145,0.94912,3.59854,6.65908,0.94912,6.32028,3.40499,0.94912,3.23175,3.75407,0.94912,3.56307,3.57966,0.94912,3.39753,3.73018,0.94912,3.54039,3.83636,0.94912,3.64117,3.67997,0.94912,3.49274,3.48221,0.94912,3.30504,3.78016,0.94912,3.58783,3.7165,0.94912,3.52741,3.984,0.94912,3.7813,4.05173,0.94912,3.84558,3.74496,0.94912,3.55442,3.49775,0.94912,3.31979,0,0,0
102,Goode,BRE,DEF,3.9,1.27605,7.0E-5,0.0001,1.12469,7.0E-5,8.0E-5,1.65232,7.0E-5,0.00012,2.33729,7.0E-5,0.00018,1.36188,7.0E-5,0.0001,1.32106,7.0E-5,0.0001,1.15403,7.0E-5,9.0E-5,1.75519,7.0E-5,0.00013,1.5914,7.0E-5,0.00012,1.38962,7.0E-5,0.0001,1.29526,7.0E-5,0.0001,1.94343,7.0E-5,0.00015,1.42713,7.0E-5,0.00011,1.42035,7.0E-5,0.00011,1.75193,7.0E-5,0.00013,1.58423,7.0E-5,0.00012,1.60909,7.0E-5,0.00012,0,0,0
103,Henry,BRE,DEF,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Hickey,BRE,DEF,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Janelt,BRE,MID,5.3,3.22068,0.94121,3.03135,3.09937,0.94121,2.91717,3.19657,0.94121,3.00865,6.17758,0.94121,5.81443,3.22072,0.94121,3.03139,3.28753,0.94121,3.09427,3.0612,0.94121,2.88125,3.24892,0.94121,3.05793,3.39514,0.94121,3.19555,3.29508,0.94121,3.10138,3.10631,0.94121,2.9237,3.37946,0.94121,3.18079,3.34222,0.94121,3.14575,3.22848,0.94121,3.03869,3.51324,0.94121,3.30671,3.29421,0.94121,3.10056,3.46552,0.94121,3.2618,0,0,0
106,Jensen,BRE,MID,5.4,3.38847,0.90174,3.05552,3.28572,0.90174,2.96287,3.4487,0.90174,3.10983,6.53256,0.90174,5.89067,3.3804,0.90174,3.04824,3.45499,0.90174,3.11551,3.2023,0.90174,2.88764,3.41189,0.90174,3.07663,3.57514,0.90174,3.22385,3.46342,0.90174,3.12311,3.25266,0.90174,2.93305,3.55763,0.90174,3.20806,3.51606,0.90174,3.17057,3.38906,0.90174,3.05605,3.70699,0.90174,3.34274,3.46245,0.90174,3.12223,3.65372,0.90174,3.2947,0,0,0
107,Lewis-Potter,BRE,MID,4.7,3.11584,0.92475,2.88136,2.93393,0.92475,2.71314,2.98374,0.92475,2.7592,5.59091,0.92475,5.17016,2.90707,0.92475,2.6883,2.97445,0.92475,2.75061,2.74621,0.92475,2.53955,2.93551,0.92475,2.7146,3.08296,0.92475,2.85095,2.98206,0.92475,2.75764,2.7917,0.92475,2.58161,3.06714,0.92475,2.83633,3.0296,0.92475,2.80161,2.91489,0.92475,2.69553,3.20205,0.92475,2.96108,2.98118,0.92475,2.75683,3.15393,0.92475,2.91658,0,0,0
108,Mbeumo,BRE,MID,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.60638,0.01,0.05606,5.07043,0.78923,4.00174,5.51495,0.89365,4.92843,5.86119,0.91673,5.37311,5.62425,0.91673,5.1559,5.17724,0.92829,4.80599,5.82406,0.92829,5.40642,5.73589,0.92829,5.32457,5.46653,0.92829,5.07453,6.14084,0.92829,5.70048,5.62218,0.92829,5.21902,6.02785,0.92829,5.5956,0,0,0
